Furniture_Type,Material,Condition,Age_Years,Original_Price_INR,Brand,Location_Type,Selling_Price_INR
Table,Fabric,Poor,3,88726,IKEA,Urban,29728
Bed,Plastic,Good,14,45293,IKEA,Urban,16263
Wardrobe,Fabric,Average,12,80445,Urban Ladder,Semi-Urban,17534
Bed,Plastic,Excellent,10,32212,Local,Semi-Urban,67027
Cabinet,Metal,Average,1,17962,IKEA,Rural,63278
Wardrobe,Metal,Poor,0,18853,Urban Ladder,Rural,51828
Table,Glass,Poor,13,53209,Urban Ladder,Rural,40491
Sofa,Plastic,Excellent,13,82911,Godrej,Rural,16890
Desk,Metal,Good,2,48964,Local,Urban,38320
Cabinet,Fabric,Average,12,70645,Godrej,Semi-Urban,59023
Cabinet,Wood,Average,5,63501,Local,Semi-Urban,30590
Table,Wood,Excellent,12,69856,Godrej,Urban,50546
Table,Plastic,Excellent,1,84523,Nilkamal,Rural,60172
Chair,Glass,Excellent,9,40185,Local,Rural,47211
Cabinet,Fabric,Poor,14,72235,Urban Ladder,Semi-Urban,35009
Chair,Plastic,Poor,12,52884,Urban Ladder,Rural,5909
Chair,Wood,Average,6,65858,Local,Semi-Urban,29965
Desk,Plastic,Good,10,67326,Godrej,Urban,16923
Chair,Fabric,Excellent,6,42330,Nilkamal,Semi-Urban,59151
Wardrobe,Metal,Poor,10,49415,Nilkamal,Urban,10958
Bed,Fabric,Good,2,64006,IKEA,Rural,58701
Sofa,Metal,Excellent,13,52127,Local,Semi-Urban,12720
Table,Metal,Good,0,25547,Nilkamal,Rural,8812
Wardrobe,Metal,Excellent,8,25939,Godrej,Rural,33119
Sofa,Plastic,Good,10,82738,Godrej,Rural,21931
Cabinet,Wood,Average,4,77332,Urban Ladder,Semi-Urban,43513
Cabinet,Plastic,Excellent,1,4722,Nilkamal,Rural,19527
Cabinet,Wood,Excellent,14,46364,Nilkamal,Semi-Urban,14717
Wardrobe,Fabric,Average,7,14674,Godrej,Rural,61617
Wardrobe,Glass,Excellent,11,5812,Urban Ladder,Urban,56153
Table,Fabric,Excellent,9,5278,Nilkamal,Semi-Urban,44490
Bed,Plastic,Poor,9,38118,Godrej,Urban,61852
Chair,Plastic,Average,3,72159,Urban Ladder,Urban,14285
Cabinet,Wood,Poor,10,9530,Urban Ladder,Semi-Urban,1532
Desk,Plastic,Average,9,52866,Godrej,Semi-Urban,40745
Bed,Metal,Good,11,84523,Urban Ladder,Semi-Urban,50175
Desk,Plastic,Average,6,3924,Urban Ladder,Rural,57539
Table,Wood,Average,13,22546,IKEA,Rural,68325
Table,Wood,Poor,12,56305,Urban Ladder,Urban,23650
Table,Metal,Excellent,4,80806,Nilkamal,Semi-Urban,55625
Sofa,Wood,Average,12,21953,Urban Ladder,Urban,18228
Desk,Glass,Excellent,2,38583,Nilkamal,Rural,68695
Bed,Fabric,Average,9,73114,Godrej,Urban,33426
Bed,Plastic,Poor,7,7462,Urban Ladder,Urban,58536
Wardrobe,Glass,Average,1,3888,Godrej,Semi-Urban,35201
Wardrobe,Plastic,Good,0,88398,Local,Semi-Urban,6216
Cabinet,Glass,Average,4,88509,Urban Ladder,Urban,54897
Wardrobe,Plastic,Average,10,70259,Godrej,Rural,46822
Table,Metal,Excellent,3,26410,Local,Urban,16210
Bed,Wood,Excellent,10,11602,Nilkamal,Rural,36819
Desk,Wood,Good,9,21614,Nilkamal,Urban,58838
Table,Metal,Average,14,21444,Nilkamal,Urban,31690
Sofa,Glass,Excellent,6,56050,Nilkamal,Semi-Urban,25062
Wardrobe,Fabric,Average,14,71149,Nilkamal,Urban,22050
Table,Glass,Poor,12,84516,IKEA,Rural,47251
Table,Wood,Poor,8,47866,Godrej,Urban,64608
Sofa,Fabric,Good,5,69213,Local,Urban,27510
Chair,Plastic,Poor,10,79638,Local,Rural,2939
Bed,Fabric,Excellent,0,60239,Urban Ladder,Urban,37684
Desk,Glass,Excellent,14,46211,Godrej,Urban,5453
Cabinet,Metal,Good,7,6004,IKEA,Urban,34109
Chair,Plastic,Average,1,66789,IKEA,Urban,41028
Wardrobe,Glass,Excellent,3,77522,Godrej,Rural,47933
Table,Plastic,Poor,2,67084,Nilkamal,Rural,43921
Sofa,Fabric,Excellent,5,29269,Nilkamal,Rural,47599
Sofa,Wood,Good,1,82709,Godrej,Rural,40883
Bed,Glass,Poor,4,24118,Local,Urban,18941
Chair,Metal,Poor,10,17089,Nilkamal,Rural,19337
Cabinet,Fabric,Poor,8,45956,Urban Ladder,Urban,6326
Bed,Glass,Good,14,88786,IKEA,Semi-Urban,57549
Table,Metal,Good,2,82226,Nilkamal,Urban,47600
Bed,Glass,Average,1,16740,Local,Urban,20668
Desk,Fabric,Average,1,72581,Nilkamal,Rural,41234
Sofa,Glass,Average,14,74160,Nilkamal,Rural,5794
Sofa,Plastic,Good,8,89078,IKEA,Rural,19981
Wardrobe,Fabric,Poor,5,46779,Urban Ladder,Semi-Urban,25381
Wardrobe,Glass,Poor,1,23495,Urban Ladder,Urban,55041
Cabinet,Wood,Excellent,2,42602,Local,Semi-Urban,69654
Table,Glass,Average,14,12033,Godrej,Urban,17032
Desk,Plastic,Poor,13,56103,Godrej,Urban,13941
Chair,Metal,Poor,0,23442,Godrej,Semi-Urban,17593
Bed,Metal,Poor,1,6247,Local,Semi-Urban,9159
Cabinet,Metal,Poor,14,53368,Nilkamal,Urban,65980
Table,Wood,Good,1,58244,Urban Ladder,Semi-Urban,66278
Wardrobe,Plastic,Average,10,28474,Urban Ladder,Rural,41357
Bed,Fabric,Poor,1,67784,Nilkamal,Urban,18581
Wardrobe,Metal,Poor,6,8586,Urban Ladder,Rural,21841
Bed,Plastic,Poor,2,59228,Urban Ladder,Semi-Urban,15229
Chair,Glass,Poor,12,10940,Godrej,Rural,25793
Table,Wood,Excellent,14,21606,Godrej,Semi-Urban,14059
Bed,Plastic,Poor,13,43747,IKEA,Rural,44950
Desk,Plastic,Poor,10,67727,IKEA,Semi-Urban,51460
Cabinet,Fabric,Poor,3,37282,Urban Ladder,Urban,40823
Sofa,Plastic,Excellent,1,60760,Godrej,Urban,2538
Desk,Fabric,Good,4,65996,IKEA,Urban,65067
Desk,Wood,Excellent,13,5883,IKEA,Urban,46236
Cabinet,Wood,Poor,8,39594,Godrej,Semi-Urban,31780
Sofa,Glass,Good,11,81103,IKEA,Rural,28377
Desk,Fabric,Poor,8,72875,Nilkamal,Urban,55493
Bed,Fabric,Good,6,18426,Nilkamal,Semi-Urban,19197
Bed,Metal,Poor,11,19486,Godrej,Semi-Urban,38669
Bed,Metal,Poor,7,79085,Godrej,Urban,46727
Sofa,Glass,Good,12,6993,IKEA,Urban,61599
Desk,Wood,Good,13,15219,Urban Ladder,Semi-Urban,41613
Sofa,Metal,Poor,4,6708,Local,Rural,47162
Bed,Plastic,Excellent,4,31788,Nilkamal,Semi-Urban,24880
Cabinet,Wood,Excellent,11,4495,Nilkamal,Urban,27515
Desk,Plastic,Excellent,2,39160,Godrej,Urban,63250
Desk,Fabric,Excellent,5,10537,Urban Ladder,Urban,65719
Wardrobe,Wood,Good,0,38553,Godrej,Rural,33679
Wardrobe,Glass,Good,2,25203,IKEA,Rural,6743
Chair,Fabric,Excellent,10,57032,Urban Ladder,Rural,64583
Table,Fabric,Average,1,74124,IKEA,Semi-Urban,16417
Wardrobe,Plastic,Average,6,83747,Nilkamal,Semi-Urban,9554
Sofa,Fabric,Average,8,40659,Godrej,Rural,54834
Wardrobe,Metal,Poor,3,67043,Godrej,Rural,50613
Chair,Wood,Excellent,6,6525,Local,Urban,66716
Desk,Metal,Poor,7,88437,Urban Ladder,Urban,43204
Chair,Plastic,Good,9,7777,Nilkamal,Semi-Urban,42829
Desk,Plastic,Good,1,72725,Local,Rural,65887
Cabinet,Wood,Average,6,48791,Local,Rural,52743
Cabinet,Fabric,Average,12,34501,Godrej,Semi-Urban,51972
Desk,Glass,Good,11,68258,Urban Ladder,Rural,40154
Table,Plastic,Average,2,86833,Godrej,Urban,42925
Wardrobe,Wood,Average,7,79185,Urban Ladder,Rural,33493
Sofa,Glass,Good,5,26719,Local,Semi-Urban,29569
Sofa,Fabric,Poor,2,69686,IKEA,Semi-Urban,34740
Bed,Plastic,Average,7,82837,Nilkamal,Rural,25016
Desk,Wood,Poor,10,31434,Local,Semi-Urban,18119
Sofa,Wood,Average,12,23520,Godrej,Urban,3178
Table,Wood,Excellent,2,59881,Nilkamal,Urban,22212
Desk,Plastic,Poor,8,4510,Local,Urban,24444
Table,Glass,Poor,10,31546,Urban Ladder,Rural,7564
Sofa,Wood,Average,2,16982,Godrej,Semi-Urban,7833
Sofa,Fabric,Poor,0,72451,Local,Urban,66194
Bed,Wood,Excellent,12,83270,Urban Ladder,Semi-Urban,69440
Sofa,Glass,Good,1,22636,Urban Ladder,Semi-Urban,30718
Desk,Plastic,Excellent,3,61087,Urban Ladder,Semi-Urban,48084
Cabinet,Wood,Good,12,13957,Nilkamal,Urban,31677
Desk,Wood,Excellent,10,39706,Godrej,Semi-Urban,17211
Desk,Fabric,Excellent,1,65871,Urban Ladder,Urban,17503
Bed,Fabric,Poor,3,64737,Local,Urban,49488
Bed,Wood,Excellent,3,43975,Urban Ladder,Urban,42532
Sofa,Wood,Average,3,31129,Godrej,Rural,54524
Chair,Fabric,Average,0,40939,Nilkamal,Semi-Urban,67719
Chair,Glass,Average,8,68059,Urban Ladder,Rural,68011
Bed,Metal,Average,9,11298,Local,Rural,12911
Sofa,Metal,Poor,10,67422,Godrej,Rural,49946
Chair,Wood,Average,6,9480,Urban Ladder,Rural,25933
Sofa,Fabric,Excellent,1,63389,Nilkamal,Urban,31486
Sofa,Plastic,Average,2,71393,IKEA,Urban,61388
Sofa,Plastic,Poor,12,7349,Local,Semi-Urban,12924
Wardrobe,Metal,Good,7,69964,Urban Ladder,Semi-Urban,34328
Desk,Glass,Excellent,6,42491,Urban Ladder,Urban,40483
Sofa,Metal,Excellent,3,49778,IKEA,Semi-Urban,59325
Wardrobe,Wood,Poor,3,30677,Godrej,Semi-Urban,30286
Bed,Glass,Good,8,84254,IKEA,Rural,6825
Chair,Plastic,Average,14,83345,Godrej,Rural,31082
Desk,Fabric,Good,4,16272,Urban Ladder,Rural,14341
Cabinet,Fabric,Excellent,13,14828,IKEA,Rural,7501
Chair,Wood,Excellent,12,47431,Urban Ladder,Rural,66615
Desk,Metal,Excellent,10,10856,IKEA,Urban,5151
Cabinet,Wood,Good,4,14223,Urban Ladder,Rural,42276
Chair,Fabric,Average,14,42413,Urban Ladder,Rural,12287
Desk,Plastic,Excellent,6,59822,Urban Ladder,Urban,46695
Chair,Fabric,Poor,0,38689,Nilkamal,Rural,54458
Chair,Glass,Average,2,76702,IKEA,Semi-Urban,26565
Cabinet,Fabric,Excellent,1,59396,Nilkamal,Urban,28006
Chair,Fabric,Average,10,15637,Urban Ladder,Semi-Urban,5800
Chair,Glass,Poor,9,49534,Local,Semi-Urban,41818
Cabinet,Metal,Good,5,69414,Godrej,Urban,55390
Bed,Fabric,Excellent,10,79240,IKEA,Urban,54728
Sofa,Wood,Poor,11,77038,IKEA,Rural,43001
Table,Fabric,Excellent,5,18266,Godrej,Urban,51917
Wardrobe,Wood,Excellent,9,51068,Nilkamal,Urban,65078
Table,Glass,Good,0,47356,Godrej,Rural,51628
Table,Fabric,Good,13,89295,Local,Rural,51260
Desk,Glass,Average,13,18046,Urban Ladder,Urban,18348
Sofa,Glass,Poor,5,28270,Godrej,Rural,48576
Desk,Metal,Poor,9,79342,Godrej,Rural,33528
Sofa,Fabric,Good,1,40988,Urban Ladder,Rural,59871
Cabinet,Wood,Excellent,10,55179,IKEA,Semi-Urban,51913
Cabinet,Wood,Average,3,38892,Local,Rural,28675
Sofa,Fabric,Good,5,32512,Godrej,Semi-Urban,61800
Chair,Metal,Average,2,62165,Godrej,Urban,58209
Bed,Metal,Average,2,8099,IKEA,Semi-Urban,45860
Chair,Metal,Poor,11,56487,Local,Semi-Urban,68853
Bed,Wood,Average,2,77088,Urban Ladder,Semi-Urban,7234
Desk,Glass,Poor,3,80163,Urban Ladder,Semi-Urban,29957
Bed,Metal,Excellent,8,53003,Nilkamal,Semi-Urban,49499
Desk,Wood,Excellent,3,69886,Local,Semi-Urban,24794
Cabinet,Wood,Good,12,80812,Local,Urban,15576
Table,Glass,Excellent,3,14739,Godrej,Urban,7071
Cabinet,Fabric,Poor,3,89838,Nilkamal,Urban,60934
Cabinet,Fabric,Average,6,15384,Urban Ladder,Semi-Urban,3440
Table,Metal,Average,4,36094,Local,Rural,34680
Bed,Metal,Excellent,11,5120,Local,Semi-Urban,9106
Bed,Glass,Poor,1,3993,IKEA,Urban,21107
Desk,Metal,Average,6,21150,Urban Ladder,Semi-Urban,51755
Chair,Glass,Excellent,2,67681,IKEA,Urban,12900
Desk,Wood,Poor,10,48388,Nilkamal,Rural,48304
Chair,Metal,Poor,0,54116,Local,Rural,7069
Cabinet,Wood,Average,8,58753,Nilkamal,Urban,56448
Table,Plastic,Good,4,42787,IKEA,Urban,57178
Cabinet,Glass,Good,9,38673,Urban Ladder,Semi-Urban,14561
Sofa,Plastic,Poor,0,11290,Local,Semi-Urban,50647
Bed,Metal,Poor,10,63123,Urban Ladder,Semi-Urban,18955
Chair,Wood,Excellent,0,19627,Nilkamal,Rural,27226
Desk,Metal,Poor,0,76474,Godrej,Rural,59211
Table,Plastic,Excellent,11,61844,Urban Ladder,Rural,8291
Chair,Metal,Excellent,8,65904,Urban Ladder,Semi-Urban,69590
Desk,Fabric,Excellent,12,67705,Urban Ladder,Urban,9768
Bed,Plastic,Poor,7,71245,Local,Urban,12446
Cabinet,Metal,Poor,10,30629,Nilkamal,Semi-Urban,68087
Bed,Wood,Excellent,12,47186,Nilkamal,Semi-Urban,4483
Wardrobe,Metal,Average,14,49537,Local,Urban,24427
Sofa,Wood,Poor,12,33832,Urban Ladder,Urban,11796
Wardrobe,Fabric,Good,5,26472,Urban Ladder,Rural,4654
Table,Metal,Average,9,51850,Godrej,Semi-Urban,65605
Chair,Fabric,Good,14,89298,Urban Ladder,Rural,35542
Table,Plastic,Poor,14,12507,IKEA,Rural,8057
Cabinet,Wood,Average,5,78114,Urban Ladder,Urban,28256
Desk,Plastic,Poor,5,58696,Godrej,Semi-Urban,13632
Bed,Wood,Poor,3,75247,IKEA,Urban,44936
Wardrobe,Fabric,Average,4,59373,Godrej,Rural,27643
Wardrobe,Glass,Poor,9,64264,Godrej,Semi-Urban,28391
Cabinet,Metal,Average,2,18979,Nilkamal,Rural,52806
Wardrobe,Fabric,Poor,2,18049,Local,Rural,5661
Cabinet,Wood,Excellent,9,62081,Godrej,Urban,8830
Table,Wood,Good,6,27997,Urban Ladder,Semi-Urban,39628
Bed,Wood,Excellent,4,59144,Nilkamal,Semi-Urban,34657
Chair,Wood,Poor,7,43830,IKEA,Semi-Urban,23025
Desk,Metal,Poor,4,84369,Local,Semi-Urban,30900
Chair,Plastic,Poor,11,88721,Nilkamal,Rural,45416
Table,Glass,Excellent,3,24746,Godrej,Urban,54514
Desk,Metal,Poor,13,12603,Nilkamal,Semi-Urban,13256
Wardrobe,Wood,Average,2,79977,Urban Ladder,Rural,12260
Sofa,Metal,Good,11,7570,Urban Ladder,Urban,26437
Table,Fabric,Poor,1,35316,Urban Ladder,Urban,22464
Table,Wood,Poor,2,54604,Local,Urban,50256
Bed,Glass,Good,6,21467,Nilkamal,Semi-Urban,59968
Chair,Wood,Good,7,81381,Nilkamal,Rural,8441
Table,Glass,Good,14,47638,Godrej,Urban,20620
Table,Glass,Excellent,4,29943,IKEA,Urban,35307
Wardrobe,Plastic,Excellent,10,73369,Urban Ladder,Urban,9812
Wardrobe,Plastic,Poor,0,6340,IKEA,Rural,5313
Desk,Metal,Good,2,46532,IKEA,Rural,24357
Cabinet,Metal,Poor,3,80848,Urban Ladder,Semi-Urban,17040
Cabinet,Glass,Poor,9,69175,Urban Ladder,Semi-Urban,17413
Sofa,Wood,Poor,12,61918,Godrej,Rural,38811
Cabinet,Fabric,Excellent,12,47188,Local,Semi-Urban,57712
Bed,Fabric,Good,11,18211,Urban Ladder,Rural,42135
Sofa,Wood,Poor,3,16496,IKEA,Semi-Urban,29437
Desk,Wood,Excellent,11,60248,Godrej,Semi-Urban,17359
Wardrobe,Plastic,Average,0,44145,Nilkamal,Rural,41311
Cabinet,Fabric,Average,9,32672,Godrej,Urban,36043
Chair,Glass,Poor,8,84481,Urban Ladder,Urban,3408
Wardrobe,Metal,Poor,11,86238,Urban Ladder,Semi-Urban,51239
Bed,Plastic,Good,9,77255,Local,Urban,60874
Wardrobe,Fabric,Good,14,39027,Godrej,Urban,51034
Bed,Wood,Poor,14,39251,Urban Ladder,Semi-Urban,43149
Bed,Fabric,Excellent,3,22403,IKEA,Urban,6731
Bed,Glass,Poor,1,28150,IKEA,Rural,5621
Desk,Plastic,Good,12,78762,Godrej,Rural,68912
Bed,Wood,Good,8,49940,Local,Urban,68736
Bed,Glass,Excellent,13,53476,Godrej,Rural,3090
Chair,Metal,Poor,3,37202,Local,Rural,51519
Sofa,Plastic,Good,3,11729,IKEA,Urban,63213
Table,Glass,Poor,10,26938,Urban Ladder,Rural,31987
Sofa,Glass,Good,5,78302,Nilkamal,Semi-Urban,3564
Bed,Wood,Average,7,76920,Urban Ladder,Semi-Urban,43947
Chair,Metal,Average,4,28762,IKEA,Semi-Urban,3845
Wardrobe,Glass,Average,11,31724,IKEA,Urban,57671
Chair,Plastic,Good,7,23653,Urban Ladder,Rural,35318
Bed,Glass,Excellent,0,16507,Urban Ladder,Urban,21471
Chair,Fabric,Average,12,75914,IKEA,Urban,60451
Cabinet,Plastic,Good,3,45773,Urban Ladder,Rural,48035
Chair,Plastic,Poor,0,38205,Nilkamal,Rural,7883
Bed,Glass,Average,2,14571,Nilkamal,Rural,16347
Desk,Wood,Excellent,10,40320,Godrej,Urban,6399
Cabinet,Plastic,Excellent,6,51853,Nilkamal,Urban,38802
Chair,Fabric,Excellent,0,33190,IKEA,Semi-Urban,32991
Table,Wood,Poor,4,39522,IKEA,Urban,34790
Table,Wood,Poor,0,74801,Godrej,Rural,43030
Chair,Wood,Excellent,5,47489,Local,Urban,31454
Desk,Plastic,Excellent,8,75277,Godrej,Semi-Urban,21223
Wardrobe,Wood,Excellent,2,4837,Local,Rural,64548
Bed,Glass,Poor,10,56763,Local,Semi-Urban,64881
Table,Wood,Poor,10,85945,Urban Ladder,Urban,54125
Wardrobe,Fabric,Good,13,59964,Nilkamal,Urban,32455
Chair,Metal,Average,11,59398,Local,Semi-Urban,6625
Wardrobe,Fabric,Poor,14,85578,Urban Ladder,Semi-Urban,58420
Cabinet,Plastic,Excellent,5,85597,Godrej,Rural,51986
Sofa,Wood,Average,3,56198,Godrej,Rural,49795
Table,Wood,Poor,5,88741,Local,Semi-Urban,45357
Chair,Glass,Average,1,38143,Urban Ladder,Rural,40463
Bed,Wood,Good,3,52427,IKEA,Semi-Urban,44371
Desk,Fabric,Poor,12,9859,Nilkamal,Semi-Urban,18183
Cabinet,Plastic,Excellent,12,48507,Local,Urban,6458
Chair,Metal,Excellent,6,37356,IKEA,Semi-Urban,34351
Bed,Wood,Good,10,89501,Nilkamal,Rural,34085
Desk,Metal,Good,5,65570,IKEA,Semi-Urban,42094
Desk,Wood,Good,8,15854,Urban Ladder,Urban,14806
Chair,Plastic,Good,10,36013,Local,Rural,48214
Cabinet,Fabric,Good,6,34654,IKEA,Semi-Urban,28102
Wardrobe,Plastic,Poor,0,26054,IKEA,Urban,60990
Wardrobe,Metal,Poor,5,76728,IKEA,Rural,68761
Desk,Wood,Average,10,63254,Local,Urban,64269
Wardrobe,Metal,Good,2,70720,Urban Ladder,Urban,4310
Sofa,Fabric,Excellent,7,48206,Urban Ladder,Rural,69330
Desk,Plastic,Excellent,12,39019,IKEA,Urban,42884
Desk,Metal,Good,0,19281,Urban Ladder,Urban,6677
Bed,Metal,Good,9,8863,Nilkamal,Urban,39871
Wardrobe,Fabric,Good,1,55203,Urban Ladder,Rural,53023
Cabinet,Wood,Good,2,78238,IKEA,Urban,28915
Desk,Metal,Good,13,39539,Nilkamal,Semi-Urban,58905
Cabinet,Fabric,Excellent,2,82072,Local,Urban,49196
Sofa,Wood,Average,6,45088,Godrej,Semi-Urban,21442
Bed,Wood,Good,12,65438,Urban Ladder,Urban,68820
Chair,Plastic,Good,7,19077,Nilkamal,Semi-Urban,4416
Cabinet,Fabric,Good,14,28273,Godrej,Rural,56846
Desk,Wood,Poor,8,34052,Local,Urban,55364
Sofa,Plastic,Excellent,6,70955,Godrej,Semi-Urban,12331
Table,Glass,Excellent,7,16518,Local,Rural,31636
Sofa,Fabric,Average,10,10396,IKEA,Urban,64865
Sofa,Glass,Poor,14,87548,IKEA,Urban,39804
Bed,Wood,Poor,5,43077,Local,Urban,42381
Chair,Fabric,Poor,1,14981,Godrej,Rural,55289
Table,Plastic,Average,0,71292,Urban Ladder,Rural,38509
Wardrobe,Wood,Average,2,67842,Godrej,Semi-Urban,15046
Wardrobe,Fabric,Average,8,8023,Godrej,Urban,39786
Cabinet,Fabric,Poor,12,24219,Urban Ladder,Semi-Urban,56382
Sofa,Glass,Excellent,6,86892,Godrej,Semi-Urban,20633
Bed,Wood,Poor,1,20094,Godrej,Semi-Urban,36199
Bed,Plastic,Average,13,40853,Nilkamal,Semi-Urban,50060
Wardrobe,Plastic,Poor,0,8646,Local,Semi-Urban,32934
Cabinet,Wood,Good,1,57045,IKEA,Urban,34706
Cabinet,Wood,Poor,14,49925,Local,Rural,26788
Cabinet,Metal,Poor,2,46927,Godrej,Semi-Urban,40194
Table,Glass,Excellent,13,14991,Urban Ladder,Rural,26002
Chair,Wood,Excellent,5,21978,Urban Ladder,Semi-Urban,31351
Table,Wood,Excellent,11,86012,IKEA,Urban,62996
Desk,Metal,Good,8,38723,IKEA,Semi-Urban,64235
Desk,Metal,Excellent,7,27787,IKEA,Semi-Urban,31922
Chair,Fabric,Good,9,52092,Urban Ladder,Semi-Urban,51641
Wardrobe,Plastic,Average,8,47791,Godrej,Urban,30143
Chair,Glass,Excellent,10,78171,IKEA,Semi-Urban,49811
Bed,Fabric,Poor,10,17932,IKEA,Urban,17150
Desk,Wood,Poor,7,39911,Urban Ladder,Rural,67337
Sofa,Metal,Good,6,12946,Godrej,Rural,19947
Sofa,Plastic,Excellent,5,87899,IKEA,Rural,68394
Wardrobe,Fabric,Poor,7,17387,Godrej,Urban,60453
Bed,Plastic,Average,5,72141,Nilkamal,Semi-Urban,31568
Table,Metal,Excellent,1,52573,IKEA,Rural,58783
Bed,Fabric,Average,12,44405,IKEA,Rural,18929
Sofa,Fabric,Poor,8,12152,Urban Ladder,Semi-Urban,62099
Sofa,Plastic,Excellent,8,38415,Nilkamal,Rural,27614
Desk,Metal,Good,2,34848,Nilkamal,Rural,43975
Bed,Wood,Poor,8,46394,Nilkamal,Semi-Urban,6101
Bed,Fabric,Average,1,72265,Local,Urban,25156
Sofa,Wood,Excellent,11,34455,Urban Ladder,Urban,25259
Table,Metal,Average,13,69560,Urban Ladder,Rural,56432
Wardrobe,Fabric,Average,2,19921,IKEA,Rural,39068
Cabinet,Fabric,Good,13,35179,Urban Ladder,Urban,35092
Wardrobe,Wood,Good,5,55235,IKEA,Rural,15741
Bed,Glass,Poor,13,35037,IKEA,Urban,42546
Wardrobe,Wood,Good,3,36275,Local,Rural,4797
Sofa,Wood,Good,7,39692,Urban Ladder,Rural,62420
Sofa,Glass,Poor,0,11872,Urban Ladder,Urban,8589
Bed,Metal,Poor,12,54764,Local,Semi-Urban,24380
Bed,Metal,Poor,5,89143,Local,Rural,49771
Cabinet,Fabric,Poor,1,55299,Urban Ladder,Rural,56516
Cabinet,Plastic,Average,5,37961,Urban Ladder,Semi-Urban,39902
Desk,Plastic,Average,13,27466,IKEA,Rural,37869
Bed,Fabric,Poor,0,18762,Godrej,Semi-Urban,40733
Table,Plastic,Poor,14,21930,IKEA,Semi-Urban,65004
Wardrobe,Wood,Excellent,1,57213,Nilkamal,Urban,66931
Bed,Wood,Excellent,8,73191,Nilkamal,Semi-Urban,55517
Chair,Glass,Excellent,5,53374,Godrej,Urban,56980
Desk,Glass,Good,7,59902,Local,Urban,12812
Chair,Fabric,Average,6,73555,Nilkamal,Urban,30995
Sofa,Fabric,Average,8,57875,Local,Rural,48368
Cabinet,Fabric,Excellent,8,42314,Local,Rural,8673
Wardrobe,Wood,Excellent,10,55175,IKEA,Semi-Urban,17917
Bed,Plastic,Average,3,88200,Local,Urban,55838
Chair,Fabric,Good,6,51978,Godrej,Rural,40814
Wardrobe,Fabric,Excellent,4,61415,IKEA,Rural,28155
Sofa,Wood,Poor,6,85460,Godrej,Semi-Urban,3227
Cabinet,Wood,Excellent,3,49255,Local,Rural,49135
Table,Wood,Average,11,52662,Nilkamal,Rural,4598
Desk,Plastic,Average,9,83366,Local,Rural,5544
Wardrobe,Fabric,Excellent,10,81178,Godrej,Rural,51828
Wardrobe,Metal,Excellent,10,52496,Urban Ladder,Rural,49495
Table,Metal,Poor,0,50791,Urban Ladder,Rural,64520
Wardrobe,Fabric,Poor,3,60235,Nilkamal,Semi-Urban,15097
Sofa,Fabric,Good,14,42140,Godrej,Urban,3841
Sofa,Fabric,Good,12,35076,Nilkamal,Rural,46843
Table,Fabric,Poor,9,47782,IKEA,Urban,52862
Desk,Plastic,Good,14,54632,Local,Semi-Urban,52273
Bed,Metal,Good,2,25203,IKEA,Semi-Urban,38839
Chair,Glass,Excellent,8,48642,Urban Ladder,Urban,20895
Bed,Metal,Poor,4,12486,Local,Urban,24092
Wardrobe,Metal,Excellent,3,63595,IKEA,Semi-Urban,59754
Chair,Wood,Excellent,7,35158,Urban Ladder,Rural,58304
Table,Fabric,Good,14,17681,IKEA,Urban,48527
Table,Fabric,Excellent,4,57790,Local,Urban,46977
Desk,Fabric,Average,2,58052,IKEA,Rural,51656
Chair,Wood,Good,1,80237,Local,Urban,25587
Sofa,Plastic,Average,14,18372,IKEA,Rural,53874
Chair,Plastic,Good,7,29611,Nilkamal,Semi-Urban,34058
Wardrobe,Glass,Excellent,11,8523,IKEA,Urban,43475
Sofa,Plastic,Good,1,48793,IKEA,Rural,31144
Cabinet,Plastic,Average,13,23233,Nilkamal,Rural,25567
Cabinet,Fabric,Good,7,27955,Urban Ladder,Semi-Urban,42198
Cabinet,Metal,Average,4,72299,Local,Urban,5265
Table,Plastic,Poor,7,50524,Godrej,Rural,14807
Chair,Plastic,Excellent,4,45621,Urban Ladder,Urban,30275
Cabinet,Wood,Average,0,87978,Local,Rural,20779
Bed,Glass,Poor,11,71001,IKEA,Urban,48139
Desk,Wood,Excellent,12,72987,Urban Ladder,Urban,65338
Bed,Fabric,Poor,10,84597,IKEA,Rural,38173
Cabinet,Metal,Average,13,3015,Urban Ladder,Rural,36184
Desk,Glass,Excellent,10,7410,Urban Ladder,Urban,38545
Wardrobe,Wood,Poor,1,21964,Godrej,Urban,44750
Bed,Plastic,Average,13,73671,Nilkamal,Semi-Urban,14007
Chair,Plastic,Poor,5,76484,Urban Ladder,Rural,17498
Chair,Glass,Excellent,2,73325,IKEA,Urban,11583
Bed,Plastic,Excellent,7,11602,Godrej,Urban,8072
Cabinet,Wood,Excellent,4,10232,Urban Ladder,Rural,8451
Chair,Wood,Average,2,60245,Nilkamal,Urban,5363
Wardrobe,Plastic,Poor,11,50950,IKEA,Urban,51326
Sofa,Plastic,Poor,9,73371,Godrej,Semi-Urban,19784
Cabinet,Fabric,Average,6,31381,Local,Semi-Urban,25213
Wardrobe,Metal,Excellent,13,79305,Nilkamal,Rural,58561
Desk,Glass,Good,7,59025,Local,Rural,64312
Wardrobe,Wood,Excellent,3,85192,Local,Rural,22340
